PageName,WikidataID,ImageURL
Drishyam (2015 film),Q19824636,https://image.tmdb.org/t/p/original/8xnjsw3Oh3zrT6Pu1WVp8dQYatT.jpg
Scott Pilgrim vs. the World,Q753899,https://image.tmdb.org/t/p/original/7zwngyl6Cg4NeD4AIOfpXgrcDv6.jpg
Glass (2019 film),Q30939513,https://image.tmdb.org/t/p/original/ngBFDOsx13sFXiMweDoL54XYknR.jpg
Maaveeran (2023 film),Q118465261,https://image.tmdb.org/t/p/original/c8UbDSvpMNUdLGCFkSF3mjJsu8c.jpg
The Hateful Eight,Q18225084,https://image.tmdb.org/t/p/original/7gfDVfaw0VaIkUGiEH13o3TIC7A.jpg
Jesus Revolution,Q112339416,https://image.tmdb.org/t/p/original/m42PtAhEtEqbNV8Cs8TsXcTN4ha.jpg
Black Hawk Down (film),Q221384,https://image.tmdb.org/t/p/original/dd11uT1rtjQfEwEAvWiNfXgzXtD.jpg
Snow White and the Seven Dwarfs (1937 film),Q134430,https://image.tmdb.org/t/p/original/wmSxNVGZOV1A51Yx6ChDXk3NVVi.jpg
Passengers (2016 film),Q20962283,https://image.tmdb.org/t/p/original/gHz4ZQytRs8YGrqFMwB3Vrr8pig.jpg
Her (film),Q788822,https://image.tmdb.org/t/p/original/sPPsR9f4K0movWVQ99u4uMqFzEL.jpg
Idiocracy,Q1347609,https://image.tmdb.org/t/p/original/9Z4msMhKvNp63sOB1ZvxPMPvqz3.jpg
Ghostbusters: Afterlife,Q61883088,https://image.tmdb.org/t/p/original/zplzc6jxO3SK7Pa4yxVoRY5VflT.jpg
After Everything (2023 film),Q115867383,https://image.tmdb.org/t/p/original/jkKVLzLWjSvTnc84VzeljhSy6j8.jpg
The Out-Laws (film),Q111972952,https://image.tmdb.org/t/p/original/fjWcAbHRxCSR4kLGvsPEhNjR2ts.jpg
Psycho (1960 film),Q163038,https://image.tmdb.org/t/p/original/uif5fUshJrXyyDzfpzp1DLw3N0S.jpg
Alita: Battle Angel,Q24053265,https://image.tmdb.org/t/p/original/8RKBHHRqOMOLh5qW3sS6TSFTd8h.jpg
The Princess Bride (film),Q506418,https://image.tmdb.org/t/p/original/kKJD2hpZ8V20VI4mxEXNrrmAPu1.jpg
Lawrence of Arabia (film),Q228186,https://image.tmdb.org/t/p/original/mx2jS5Kaa5rmaldEFzKeKpDN9Q2.jpg
Three Thousand Years of Longing,Q94525569,https://image.tmdb.org/t/p/original/90IcDDC47Rck4D2fyZbpZ1rbFZW.jpg
The Godfather Part III,Q202326,https://image.tmdb.org/t/p/original/zNnjHLDtV8Ti3aworltaeaLMov4.jpg
My Sister's Keeper (film),Q814771,https://image.tmdb.org/t/p/original/zpVMWiNJgcwHB0zIMGjXQMnSKPZ.jpg
Ganapath,Q109535238,https://image.tmdb.org/t/p/original/ryPqzG3e2BNZ7JzjCMaFlxTNfln.jpg
Braveheart,Q162729,https://image.tmdb.org/t/p/original/8lBcqakI3F19NWkXdqE0M8W76b9.jpg
Ghostbusters,Q108745,https://image.tmdb.org/t/p/original/c6yfABGVKuB5cjoOwdX4AJMlzUz.jpg
Fantastic Beasts and Where to Find Them (film),Q18199330,https://image.tmdb.org/t/p/original/8Qsr8pvDL3s1jNZQ4HK1d1Xlvnh.jpg
The Mist (film),Q695209,https://image.tmdb.org/t/p/original/3WrR2rYX7nHWnBhWHLZptsJ2bEj.jpg
A Good Person,Q109284181,https://image.tmdb.org/t/p/original/1jCXk512KPr6MzXEZf7UH4fbtba.jpg
The Strange Thing About the Johnsons,Q28840437,https://image.tmdb.org/t/p/original/zURTkqYGHfEUUPLsUTHLxktiNom.jpg
Batman (1989 film),Q116852,https://image.tmdb.org/t/p/original/frDS8A5vIP927KYAxTVVKRIbqZw.jpg
Insomnia (2002 film),Q429969,https://image.tmdb.org/t/p/original/jU8MC5uSgBkZXyZYGtZgMsMsfeN.jpg
Predator (film),Q200804,https://image.tmdb.org/t/p/original/YL3GPOiDcNraIJOVDCZsoOBoDy.jpg
Apocalypto,Q188035,https://image.tmdb.org/t/p/original/hMl124Go2Ed9Qu8VsPLiA3nBSMk.jpg
Living (2022 film),Q107304169,https://image.tmdb.org/t/p/original/6A42xrhuyHboDRCsEOkMI0RZicS.jpg
Fast Five,Q401976,https://image.tmdb.org/t/p/original/lvSxooYCRuF3S2kHWXYTrcOtYco.jpg
Pride & Prejudice (2005 film),Q270385,https://image.tmdb.org/t/p/original/pgEWI7yGYF0mM5Uf1YxSOHsBkJR.jpg
West Side Story (2021 film),Q63643994,https://image.tmdb.org/t/p/original/tHnHTp50qDx7br1i9ulh74MUW0A.jpg
Wind River (film),Q25339940,https://image.tmdb.org/t/p/original/kQGxGXzYiCumY8kmXXpgbZyZQK8.jpg
A History of Violence,Q300439,https://image.tmdb.org/t/p/original/5EEdDTV0IBxJ2J4jDUDvl076v7f.jpg
Last Night in Soho,Q63969255,https://image.tmdb.org/t/p/original/brOCMGntRbx9SKzeQk1Aisu6vXz.jpg
World War Z (film),Q28196,https://image.tmdb.org/t/p/original/kg2FOT2Oe5PSCgs3L4vLel6B7ck.jpg
Logan (film),Q24053263,https://image.tmdb.org/t/p/original/9X7YweCJw3q8Mcf6GadxReFEksM.jpg
Casino Royale (2006 film),Q151904,https://image.tmdb.org/t/p/original/kjC48HRQpojr3FHx5pZF7Ro9xFg.jpg
Poor Things (film),Q108760382,https://image.tmdb.org/t/p/original/nnawgliAWyUFAjRywkXWiCK3b5E.jpg
Ready Player One (film),Q22000542,https://image.tmdb.org/t/p/original/dbrLfmFNFEJWv8rLnjpgCKlXWSy.jpg
Uncut Gems,Q56312570,https://image.tmdb.org/t/p/original/uzvT6tYrU5SxfHe1ieimIGAqyFm.jpg
The Curious Case of Benjamin Button (film),Q183239,https://image.tmdb.org/t/p/original/2fswjyrY3GEzeoVn6mF8pNeNcgf.jpg
The Imitation Game,Q14918344,https://image.tmdb.org/t/p/original/caQp2MhwfrTYGqVr7d9ayn8tqQ7.jpg
Spiral (2021 film),Q64590532,https://image.tmdb.org/t/p/original/g15PR8eQV9DehSWlagvdnJZqoRq.jpg
To Catch a Killer (2023 film),Q105123073,https://image.tmdb.org/t/p/original/fqq2fMyoDTcvXgnUuTOR2AFm5oQ.jpg
Bodies Bodies Bodies,Q107071554,https://image.tmdb.org/t/p/original/tMvLze1KGP3rFIVNRRrWdC1FGp8.jpg
Mulholland Drive (film),Q272608,https://image.tmdb.org/t/p/original/y1giivdsGLyo1LCvlsL6mLKyTZ7.jpg
Zoolander,Q220192,https://image.tmdb.org/t/p/original/sySmv9l8f7ZUhuODgkKGtnYPh15.jpg
American Made (film),Q18811617,https://image.tmdb.org/t/p/original/thBankgTBZAM3YkdeeF7fuDvkcD.jpg
Lightyear (film),Q104409060,https://image.tmdb.org/t/p/original/nW5fUbldp1DYf2uQ3zJTUdachOu.jpg
Licorice Pizza,Q102036245,https://image.tmdb.org/t/p/original/hB4ibOHXm1Xl0IbuYVioktDGUWJ.jpg
Remember Me (2010 film),Q632680,https://image.tmdb.org/t/p/original/dmdfIman0PmPpFPJJJYQvPjlVyP.jpg
Ant-Man and the Wasp,Q22957393,https://image.tmdb.org/t/p/original/iYdgEUE2W2aJkgqfSjf1x3gFfuV.jpg
Wonder Woman 1984,Q33408623,https://image.tmdb.org/t/p/original/egg7KFi18TSQc1s24RMmR9i2zO6.jpg
Scream 4,Q323392,https://image.tmdb.org/t/p/original/c5EmNhLQsTTKAyUHULnKYQjlloz.jpg
Twilight (2008 film),Q160071,https://image.tmdb.org/t/p/original/mfFhgR9ILPWbYtvbdyAGUo6fbpT.jpg
Spectre (2015 film),Q18602670,https://image.tmdb.org/t/p/original/cCKU3EuiSKt6xsOI6gg5kiFgZYm.jpg
American Pie (film),Q220713,https://image.tmdb.org/t/p/original/7hQTANu5TAEe4jrTerYHszyTOpV.jpg
Wrath of Man,Q74190990,https://image.tmdb.org/t/p/original/70AV2Xx5FQYj20labp0EGdbjI6E.jpg
Black Swan (film),Q180214,https://image.tmdb.org/t/p/original/qxTw8OKJLRX1Xb5nR5CcIDnLKoq.jpg
In Time,Q628082,https://image.tmdb.org/t/p/original/kx2YVkcsnTnmF9XGTAj2NqEcHFG.jpg
Slumdog Millionaire,Q125076,https://image.tmdb.org/t/p/original/9IZvClXvhSxlp41eT0CyUEsyjqy.jpg
She Said (film),Q107969593,https://image.tmdb.org/t/p/original/5tb7RjF0OAAaiGDUXsuedvhoGqV.jpg
Thiruchitrambalam,Q110413161,https://image.tmdb.org/t/p/original/vQ9jxQh6UdgqaNmh6FVi4qNPLe7.jpg
The Outsiders (film),Q1055332,https://image.tmdb.org/t/p/original/hpzbQDjl2yzf6MwrYOrbDJCmojc.jpg
Starship Troopers (film),Q478626,https://image.tmdb.org/t/p/original/j0BB9DoqobGvRqKVeAveP70hWi2.jpg
"The Good, the Bad and the Ugly",Q41483,https://image.tmdb.org/t/p/original/eoCSp75lxatmIa6aGqfnzwtbttd.jpg
A Bronx Tale,Q1130705,https://image.tmdb.org/t/p/original/j5VUdrnRBya3KE40t0ucAN2YqDs.jpg
Casino (1995 film),Q220910,https://image.tmdb.org/t/p/original/2W9HjAYWNug5RwyrEtrneXeL94Z.jpg
Moonfall (film),Q101440388,https://image.tmdb.org/t/p/original/8QpzqK3nPGxpqpKqhe6QasTGBWQ.jpg
"Monica, O My Darling",Q112274220,https://image.tmdb.org/t/p/original/szov0Tr05mP7rKHlG2VYyWh33wx.jpg
White Men Can't Jump (2023 film),Q112124858,https://image.tmdb.org/t/p/original/oq597AkQ3AOcUO1RdaUS8N6fmrz.jpg
Mamma Mia! (film),Q188850,https://image.tmdb.org/t/p/original/ns9T8glyF7mYwxrcUHXm22nMf9t.jpg
A Few Good Men,Q108946,https://image.tmdb.org/t/p/original/H40nWdJngUc6gtytMAbElm9HOu.jpg
Deep Water (2022 film),Q73537513,https://image.tmdb.org/t/p/original/lcITbesmy0IBO6TXTAgQHJE6Asx.jpg
Dead Poets Society,Q106316,https://image.tmdb.org/t/p/original/hpzQHv8cA7j2Dn2CphOFYmllXzj.jpg
The Swimmers (2022 film),Q106706738,https://image.tmdb.org/t/p/original/pQQYGl6JzyUzzd6TxjkVah3H8wq.jpg
House of Gucci,Q105549749,https://image.tmdb.org/t/p/original/d9cfPuZzai6d4ZaKNnicEUgXVjS.jpg
Skyfall,Q4941,https://image.tmdb.org/t/p/original/hoQhlAskVNgLQhArnH7reWP4pUp.jpg
Teen Wolf: The Movie,Q112939358,https://image.tmdb.org/t/p/original/96SADhPnkXnVN3KaRKsDeBovLcm.jpg
Lady Chatterley's Lover (2022 film),Q113482264,https://image.tmdb.org/t/p/original/1dtc6cfrMcJFeaiMPHCGWm6zU0N.jpg
Mark Antony (2023 film),Q117884219,https://image.tmdb.org/t/p/original/q8cXWpngGo5rYz2lkGJc5GiKcmL.jpg
Divergent (film),Q8561227,https://image.tmdb.org/t/p/original/ipikQozG6cAtLqhaFqRneA0LI4o.jpg
Beauty and the Beast (2017 film),Q19946102,https://image.tmdb.org/t/p/original/m3tdSyl11fhgXPDSEt3aBctTqGP.jpg
Moulin Rouge!,Q193573,https://image.tmdb.org/t/p/original/vvcLSgiviCIU0J0UcwLqWdU8Iup.jpg
Dumb Money,Q114740513,https://image.tmdb.org/t/p/original/hb0BeFvZNx2zLGWwuwENOIVeK1U.jpg
Captain Phillips (film),Q2937646,https://image.tmdb.org/t/p/original/fLrGQzvfhTwn9m7AqlJh65FMFfG.jpg
Por Thozhil,Q118903240,https://image.tmdb.org/t/p/original/tZ3yWC0H3HUtIBkxeqyQhaw9EOz.jpg
Meet Joe Black,Q676513,https://image.tmdb.org/t/p/original/uMBByiSDpgFwWVegAtwwnuzvogJ.jpg
The Pursuit of Happyness,Q220515,https://image.tmdb.org/t/p/original/nKOQiWjhv6LXXSR3PiIab3LrKtU.jpg
The Son (2022 film),Q108470901,https://image.tmdb.org/t/p/original/5iMLD2KE0JQcPchegqSpKstU4CT.jpg
Pretty Woman,Q207954,https://image.tmdb.org/t/p/original/3tuWpnCTe14zZZPt6sI1W9ByOXx.jpg
Scooby-Doo (film),Q936302,https://image.tmdb.org/t/p/original/6aPq50Uk7EbgQwgdC5ol7yKs2l6.jpg
Doctor Sleep (2019 film),Q56881169,https://image.tmdb.org/t/p/original/ap6Zc5NDOfbZaMhkRDyghbGeLf0.jpg
The Lost City (2022 film),Q107040798,https://image.tmdb.org/t/p/original/1Ds7xy7ILo8u2WWxdnkJth1jQVT.jpg
Inside Out (2015 film),Q6144664,https://image.tmdb.org/t/p/original/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg
The School for Good and Evil (film),Q105103910,https://image.tmdb.org/t/p/original/tSxbUnrnWlR5dQvUgqMI7sACmFD.jpg
Troy (film),Q186587,https://image.tmdb.org/t/p/original/qZitv5zrSXfJafGThxmvbvTsuu5.jpg
Legend (2015 film),Q17182571,https://image.tmdb.org/t/p/original/xPq3LDgamUT1aKLTeGJk9ccwfwr.jpg
American Sniper,Q16970789,https://image.tmdb.org/t/p/original/rl95VDEP3nsUQmGzE0S1S7y6T0N.jpg
The Last Duel (2021 film),Q85000980,https://image.tmdb.org/t/p/original/4LrL40XecjGLRpX5I2gzMTUt04l.jpg
Room (2015 film),Q18703032,https://image.tmdb.org/t/p/original/i8aK8cGt5iYfMmUJiAe5AKIqYE5.jpg
The Many Saints of Newark,Q62115813,https://image.tmdb.org/t/p/original/hrzoy8vvUrxQixOM11pwW9AX7Bu.jpg
The Incredibles,Q213326,https://image.tmdb.org/t/p/original/se5Hxz7PArQZOG3Nx2bpfOhLhtV.jpg
The Perks of Being a Wallflower (film),Q675468,https://image.tmdb.org/t/p/original/qb6WoLJ9YtfhV7pgsTfUDlRYaCH.jpg
Mersal (film),,https://image.tmdb.org/t/p/original/rx9kyO6YJLpXfFrU934C6i4yYMj.jpg
Oblivion (2013 film),Q638544,https://image.tmdb.org/t/p/original/19AqfWi8S99tDmp7hskCeDQuwLU.jpg
The Lincoln Lawyer (film),Q287748,https://image.tmdb.org/t/p/original/j9QaQVuyQIEwckUbjHpAgA7E4jJ.jpg
The Power of the Dog (film),Q85323337,https://image.tmdb.org/t/p/original/gAsHuCQMN7mv4uFIvM4ACQ09hPr.jpg
Snowpiercer,Q492908,https://image.tmdb.org/t/p/original/55vkNtb83bSwbdWrQTVZTGLBcLx.jpg
Tangled,Q188439,https://image.tmdb.org/t/p/original/cWczNud8Y8i8ab0Z4bxos4myWYO.jpg
Love Again (film),Q104872036,https://image.tmdb.org/t/p/original/jv9WTuEk7kW8JxgpjQ872CyiifP.jpg
Challengers (film),Q111458251,https://image.tmdb.org/t/p/original/504GSaoxBA5nLlcMsJfjzLZEKUp.jpg
Flight (2012 film),Q564298,https://image.tmdb.org/t/p/original/bQMRePvke0SruzXuDmx9v8vqNWW.jpg
Wonder Woman (2017 film),Q20502242,https://image.tmdb.org/t/p/original/6iUNJZymJBMXXriQyFZfLAKnjO6.jpg
Troll (2022 film),Q113488508,https://image.tmdb.org/t/p/original/e9Qb2kmBnMXHCmNMI8NX1JbWhh1.jpg
Sonic the Hedgehog (film),Q29906232,https://image.tmdb.org/t/p/original/stmYfCUGd8Iy6kAMBr6AmWqx8Bq.jpg
Margin Call,Q624614,https://image.tmdb.org/t/p/original/cvYNTHNw63ljSQCRMq2GxdjzoZQ.jpg
Bigil,Q59725832,https://image.tmdb.org/t/p/original/cc14e095w0ri6ppoLxSEl7iUqHs.jpg
